ID,parents,has_nurs,form,children,housing,finance,social,health,app_status
5496,pretentious,critical,incomplete,1,convenient,inconv,problematic,not_recom,0
5497,usual,improper,foster,1,critical,convenient,nonprob,priority,1
5498,great_pret,very_crit,foster,more,critical,inconv,slightly_prob,priority,0
5499,pretentious,less_proper,foster,more,critical,convenient,problematic,recommended,1
5500,usual,improper,incomplete,1,less_conv,inconv,problematic,priority,1
5501,usual,critical,complete,3,less_conv,inconv,nonprob,not_recom,0
5502,usual,critical,complete,1,less_conv,inconv,nonprob,recommended,1
5503,usual,very_crit,foster,3,convenient,convenient,nonprob,priority,0
5504,usual,proper,foster,1,less_conv,inconv,problematic,priority,1
5505,great_pret,very_crit,completed,more,convenient,convenient,slightly_prob,priority,0
5506,great_pret,critical,complete,3,critical,convenient,problematic,priority,0
5507,pretentious,less_proper,foster,3,less_conv,convenient,problematic,not_recom,0
5508,great_pret,improper,foster,3,convenient,convenient,slightly_prob,recommended,1
5509,great_pret,very_crit,completed,1,critical,inconv,nonprob,priority,0
5510,pretentious,improper,completed,3,critical,convenient,slightly_prob,not_recom,0
5511,great_pret,critical,foster,3,convenient,convenient,problematic,not_recom,0
5512,pretentious,very_crit,complete,1,convenient,convenient,slightly_prob,not_recom,0
5513,usual,less_proper,completed,3,less_conv,convenient,slightly_prob,priority,1
5514,usual,proper,foster,2,less_conv,convenient,slightly_prob,priority,1
5515,usual,less_proper,completed,3,critical,convenient,problematic,not_recom,0
5516,pretentious,very_crit,completed,3,critical,convenient,slightly_prob,priority,0
5517,great_pret,proper,foster,3,critical,convenient,slightly_prob,not_recom,0
5518,pretentious,critical,completed,2,convenient,convenient,slightly_prob,priority,0
5519,pretentious,critical,foster,2,convenient,inconv,problematic,priority,0
5520,great_pret,improper,incomplete,1,critical,inconv,nonprob,recommended,0
5521,usual,critical,incomplete,2,less_conv,convenient,nonprob,not_recom,0
5522,usual,critical,foster,more,less_conv,convenient,nonprob,recommended,1
5523,pretentious,proper,completed,1,critical,inconv,nonprob,recommended,1
5524,usual,proper,complete,more,critical,convenient,nonprob,not_recom,0
5525,pretentious,improper,foster,2,convenient,inconv,slightly_prob,not_recom,0
5526,usual,improper,complete,3,convenient,convenient,problematic,priority,1
5527,pretentious,very_crit,foster,1,critical,convenient,problematic,recommended,0
5528,great_pret,improper,foster,1,less_conv,convenient,nonprob,priority,0
5529,usual,very_crit,incomplete,3,less_conv,inconv,slightly_prob,not_recom,0
5530,pretentious,improper,incomplete,more,less_conv,convenient,slightly_prob,priority,0
5531,great_pret,less_proper,completed,3,convenient,inconv,slightly_prob,not_recom,0
5532,usual,proper,complete,1,convenient,convenient,nonprob,not_recom,0
5533,great_pret,proper,complete,more,less_conv,inconv,problematic,recommended,0
5534,pretentious,proper,completed,more,convenient,inconv,nonprob,not_recom,0
5535,usual,proper,complete,3,convenient,convenient,nonprob,recommended,1
5536,usual,proper,completed,1,critical,inconv,problematic,not_recom,0
5537,great_pret,very_crit,completed,more,convenient,convenient,slightly_prob,not_recom,0
5538,pretentious,improper,complete,2,convenient,convenient,nonprob,not_recom,0
5539,pretentious,proper,completed,3,less_conv,convenient,nonprob,not_recom,0
5540,usual,very_crit,completed,more,critical,inconv,nonprob,priority,0
5541,usual,less_proper,complete,3,convenient,inconv,problematic,recommended,1
5542,great_pret,proper,completed,1,convenient,inconv,slightly_prob,priority,1
5543,usual,very_crit,complete,1,critical,convenient,nonprob,priority,0
5544,great_pret,very_crit,incomplete,2,convenient,convenient,nonprob,recommended,1
5545,pretentious,improper,foster,1,critical,convenient,problematic,not_recom,0
5546,great_pret,less_proper,foster,more,less_conv,inconv,problematic,recommended,0
5547,usual,less_proper,foster,3,critical,convenient,slightly_prob,recommended,1
5548,pretentious,less_proper,completed,2,less_conv,convenient,nonprob,not_recom,0
5549,pretentious,improper,completed,1,less_conv,inconv,slightly_prob,recommended,1
5550,pretentious,critical,foster,2,critical,convenient,nonprob,recommended,0
5551,pretentious,improper,complete,3,convenient,inconv,problematic,recommended,0
5552,usual,critical,complete,1,less_conv,inconv,nonprob,priority,1
5553,pretentious,improper,completed,1,convenient,inconv,nonprob,not_recom,0
5554,pretentious,proper,foster,3,less_conv,inconv,problematic,priority,1
5555,usual,very_crit,foster,1,less_conv,convenient,slightly_prob,not_recom,0
5556,great_pret,less_proper,incomplete,2,critical,inconv,slightly_prob,priority,0
5557,great_pret,critical,incomplete,2,less_conv,inconv,nonprob,recommended,0
5558,usual,improper,incomplete,more,critical,inconv,slightly_prob,priority,1
5559,great_pret,very_crit,foster,2,less_conv,inconv,problematic,not_recom,0
5560,pretentious,improper,complete,2,convenient,inconv,slightly_prob,recommended,1
5561,great_pret,improper,foster,2,convenient,inconv,nonprob,not_recom,0
5562,usual,proper,completed,3,convenient,inconv,nonprob,not_recom,0
5563,usual,very_crit,completed,2,critical,inconv,nonprob,priority,0
5564,great_pret,improper,foster,more,critical,inconv,problematic,not_recom,0
5565,usual,proper,complete,1,convenient,convenient,problematic,not_recom,0
5566,great_pret,very_crit,foster,more,less_conv,convenient,slightly_prob,priority,0
5567,usual,critical,incomplete,1,less_conv,convenient,nonprob,priority,1
5568,usual,less_proper,incomplete,1,less_conv,inconv,slightly_prob,recommended,1
5569,great_pret,critical,foster,1,critical,inconv,nonprob,recommended,0
5570,usual,proper,completed,3,critical,inconv,slightly_prob,not_recom,0
5571,pretentious,proper,complete,3,convenient,inconv,slightly_prob,not_recom,0
5572,pretentious,less_proper,complete,2,less_conv,convenient,problematic,priority,1
5573,usual,very_crit,complete,more,critical,inconv,slightly_prob,recommended,0
5574,usual,critical,incomplete,2,convenient,inconv,problematic,not_recom,0
5575,usual,less_proper,incomplete,3,convenient,inconv,problematic,recommended,1
5576,usual,very_crit,foster,1,convenient,inconv,nonprob,recommended,0
5577,usual,very_crit,complete,3,less_conv,convenient,problematic,recommended,0
5578,great_pret,less_proper,foster,more,less_conv,convenient,nonprob,priority,0
5579,great_pret,less_proper,completed,2,critical,convenient,problematic,recommended,0
5580,usual,very_crit,completed,3,less_conv,convenient,problematic,priority,0
5581,pretentious,critical,foster,2,critical,inconv,problematic,priority,0
5582,great_pret,very_crit,completed,more,critical,convenient,slightly_prob,priority,0
5583,pretentious,critical,foster,more,convenient,convenient,slightly_prob,priority,0
5584,usual,less_proper,complete,1,less_conv,inconv,problematic,recommended,1
5585,usual,proper,complete,1,convenient,convenient,nonprob,priority,1
5586,great_pret,less_proper,complete,1,convenient,inconv,nonprob,recommended,1
5587,usual,very_crit,foster,3,less_conv,convenient,nonprob,recommended,0
5588,pretentious,less_proper,incomplete,3,less_conv,convenient,nonprob,recommended,1
5589,great_pret,very_crit,completed,3,convenient,convenient,nonprob,recommended,1
5590,usual,less_proper,completed,more,less_conv,convenient,problematic,not_recom,0
5591,great_pret,less_proper,incomplete,1,convenient,inconv,problematic,priority,1
5592,great_pret,critical,complete,3,less_conv,inconv,slightly_prob,not_recom,0
5593,pretentious,proper,complete,1,critical,inconv,problematic,priority,1
5594,pretentious,less_proper,complete,2,convenient,inconv,slightly_prob,recommended,1
5595,great_pret,proper,incomplete,3,convenient,convenient,slightly_prob,recommended,1
5596,pretentious,improper,completed,more,less_conv,convenient,nonprob,priority,0
5597,great_pret,critical,completed,1,less_conv,convenient,slightly_prob,recommended,1
5598,usual,very_crit,incomplete,1,less_conv,convenient,slightly_prob,recommended,1
5599,pretentious,less_proper,foster,more,critical,inconv,slightly_prob,priority,1
5600,pretentious,critical,incomplete,more,critical,inconv,nonprob,recommended,0
5601,usual,critical,completed,more,convenient,convenient,slightly_prob,recommended,1
5602,great_pret,very_crit,foster,more,less_conv,inconv,slightly_prob,recommended,0
5603,pretentious,very_crit,foster,1,less_conv,convenient,nonprob,not_recom,0
5604,usual,less_proper,incomplete,1,convenient,inconv,slightly_prob,priority,1
5605,usual,very_crit,foster,3,convenient,convenient,slightly_prob,recommended,1
5606,great_pret,proper,foster,1,less_conv,convenient,nonprob,recommended,1
5607,usual,critical,foster,3,convenient,convenient,nonprob,not_recom,0
5608,usual,less_proper,complete,1,convenient,convenient,nonprob,priority,1
5609,usual,very_crit,incomplete,1,convenient,inconv,problematic,recommended,0
5610,usual,less_proper,incomplete,more,critical,convenient,nonprob,not_recom,0
5611,great_pret,very_crit,foster,1,critical,convenient,problematic,priority,0
5612,pretentious,improper,incomplete,1,less_conv,inconv,problematic,not_recom,0
5613,great_pret,proper,complete,1,less_conv,convenient,slightly_prob,not_recom,0
5614,usual,very_crit,foster,more,critical,convenient,nonprob,recommended,0
5615,pretentious,improper,incomplete,more,convenient,inconv,nonprob,priority,0
5616,usual,proper,completed,more,critical,convenient,nonprob,recommended,1
5617,great_pret,critical,incomplete,1,convenient,inconv,nonprob,recommended,1
5618,usual,very_crit,completed,1,critical,inconv,slightly_prob,recommended,0
5619,pretentious,improper,completed,more,critical,inconv,problematic,recommended,0
5620,usual,critical,incomplete,more,convenient,inconv,nonprob,priority,0
5621,usual,proper,complete,more,critical,inconv,slightly_prob,recommended,1
5622,pretentious,very_crit,foster,3,critical,inconv,problematic,priority,0
5623,usual,very_crit,foster,3,critical,inconv,problematic,priority,0
5624,usual,less_proper,foster,2,less_conv,convenient,slightly_prob,recommended,1
5625,pretentious,critical,foster,1,critical,inconv,nonprob,not_recom,0
5626,great_pret,proper,incomplete,more,less_conv,convenient,nonprob,not_recom,0
5627,pretentious,less_proper,foster,1,critical,convenient,nonprob,recommended,1
5628,usual,proper,incomplete,more,convenient,convenient,nonprob,recommended,1
5629,pretentious,improper,complete,more,critical,inconv,nonprob,recommended,1
5630,great_pret,less_proper,incomplete,3,convenient,convenient,nonprob,not_recom,0
5631,pretentious,critical,completed,1,critical,convenient,problematic,recommended,0
5632,great_pret,critical,incomplete,more,convenient,inconv,problematic,recommended,0
5633,usual,less_proper,complete,3,convenient,inconv,nonprob,priority,1
5634,usual,improper,completed,3,critical,inconv,slightly_prob,recommended,1
5635,great_pret,very_crit,incomplete,3,convenient,convenient,problematic,recommended,0
5636,great_pret,proper,foster,1,critical,convenient,slightly_prob,recommended,1
5637,pretentious,improper,completed,2,convenient,convenient,problematic,not_recom,0
5638,great_pret,less_proper,incomplete,3,critical,convenient,problematic,priority,0
5639,great_pret,less_proper,foster,2,convenient,convenient,nonprob,priority,1
5640,usual,proper,completed,1,convenient,inconv,problematic,not_recom,0
5641,usual,improper,incomplete,more,convenient,convenient,problematic,not_recom,0
5642,usual,improper,completed,3,critical,convenient,problematic,priority,1
5643,great_pret,proper,incomplete,more,convenient,convenient,nonprob,recommended,1
5644,usual,improper,completed,1,convenient,convenient,problematic,not_recom,0
5645,usual,very_crit,incomplete,1,critical,inconv,problematic,recommended,0
5646,great_pret,improper,incomplete,2,less_conv,convenient,slightly_prob,priority,0
5647,great_pret,very_crit,foster,1,critical,convenient,nonprob,priority,0
5648,pretentious,very_crit,complete,3,convenient,inconv,nonprob,not_recom,0
5649,usual,proper,incomplete,3,critical,convenient,nonprob,priority,1
5650,great_pret,critical,incomplete,3,convenient,convenient,nonprob,not_recom,0
5651,pretentious,improper,foster,2,less_conv,inconv,slightly_prob,recommended,1
5652,great_pret,less_proper,incomplete,1,critical,convenient,slightly_prob,recommended,1
5653,pretentious,improper,completed,3,convenient,convenient,slightly_prob,recommended,1
5654,pretentious,very_crit,complete,2,less_conv,convenient,slightly_prob,priority,0
5655,great_pret,improper,incomplete,more,less_conv,convenient,problematic,priority,0
5656,great_pret,proper,foster,3,convenient,convenient,nonprob,priority,1
5657,great_pret,very_crit,incomplete,1,critical,convenient,nonprob,priority,0
5658,great_pret,less_proper,complete,3,convenient,convenient,slightly_prob,not_recom,0
5659,great_pret,proper,completed,2,convenient,convenient,problematic,recommended,1
5660,usual,proper,incomplete,2,convenient,inconv,slightly_prob,recommended,1
5661,pretentious,very_crit,foster,2,critical,convenient,nonprob,priority,0
5662,great_pret,very_crit,completed,3,less_conv,inconv,nonprob,recommended,0
5663,great_pret,proper,complete,2,convenient,inconv,problematic,not_recom,0
5664,great_pret,very_crit,foster,more,less_conv,inconv,problematic,recommended,0
5665,usual,less_proper,completed,2,less_conv,inconv,slightly_prob,priority,1
5666,pretentious,critical,complete,3,convenient,inconv,problematic,recommended,0
5667,great_pret,very_crit,foster,1,critical,inconv,slightly_prob,not_recom,0
5668,great_pret,proper,complete,1,convenient,convenient,slightly_prob,priority,1
5669,great_pret,very_crit,incomplete,2,less_conv,convenient,slightly_prob,priority,0
5670,pretentious,critical,incomplete,1,convenient,inconv,slightly_prob,priority,0
5671,great_pret,less_proper,incomplete,3,critical,inconv,problematic,recommended,0
5672,great_pret,very_crit,foster,3,convenient,inconv,slightly_prob,priority,0
5673,usual,very_crit,completed,1,critical,inconv,nonprob,priority,0
5674,pretentious,less_proper,foster,2,convenient,convenient,slightly_prob,priority,1
5675,great_pret,less_proper,completed,more,less_conv,convenient,problematic,recommended,0
5676,great_pret,less_proper,foster,more,less_conv,inconv,problematic,not_recom,0
5677,great_pret,critical,complete,2,critical,convenient,nonprob,priority,0
5678,usual,critical,complete,2,critical,convenient,problematic,recommended,0
5679,usual,proper,incomplete,3,convenient,convenient,nonprob,priority,1
5680,great_pret,critical,complete,3,convenient,convenient,nonprob,recommended,1
5681,usual,improper,incomplete,2,convenient,inconv,slightly_prob,priority,1
5682,pretentious,very_crit,foster,2,critical,inconv,nonprob,not_recom,0
5683,usual,proper,completed,3,convenient,convenient,slightly_prob,recommended,1
5684,pretentious,less_proper,foster,2,critical,convenient,nonprob,not_recom,0
5685,pretentious,proper,complete,more,critical,inconv,slightly_prob,not_recom,0
5686,pretentious,proper,completed,1,convenient,inconv,problematic,priority,1
5687,pretentious,critical,incomplete,3,critical,convenient,nonprob,not_recom,0
5688,pretentious,very_crit,incomplete,more,convenient,inconv,problematic,not_recom,0
5689,usual,proper,complete,2,convenient,convenient,problematic,priority,1
5690,great_pret,critical,foster,1,convenient,convenient,nonprob,not_recom,0
5691,usual,less_proper,foster,2,less_conv,inconv,slightly_prob,recommended,1
5692,usual,critical,foster,2,less_conv,convenient,problematic,priority,0
5693,great_pret,proper,completed,3,critical,inconv,nonprob,recommended,1
5694,usual,less_proper,complete,2,less_conv,inconv,problematic,not_recom,0
5695,pretentious,improper,incomplete,3,less_conv,convenient,nonprob,priority,0
5696,great_pret,improper,completed,1,convenient,convenient,nonprob,priority,0
5697,usual,less_proper,incomplete,3,critical,convenient,slightly_prob,priority,1
5698,pretentious,proper,complete,1,less_conv,convenient,problematic,recommended,1
5699,usual,critical,foster,2,less_conv,inconv,nonprob,recommended,1
5700,great_pret,less_proper,foster,1,critical,inconv,nonprob,priority,0
5701,great_pret,proper,foster,3,less_conv,convenient,slightly_prob,recommended,1
5702,great_pret,very_crit,foster,more,less_conv,convenient,nonprob,not_recom,0
5703,pretentious,less_proper,complete,3,less_conv,convenient,nonprob,priority,1
5704,great_pret,very_crit,incomplete,more,less_conv,inconv,problematic,recommended,0
5705,great_pret,improper,incomplete,2,critical,inconv,problematic,priority,0
5706,usual,critical,complete,2,convenient,inconv,nonprob,recommended,1
5707,pretentious,less_proper,completed,2,less_conv,inconv,problematic,not_recom,0
5708,pretentious,less_proper,foster,more,less_conv,inconv,nonprob,priority,1
5709,great_pret,improper,foster,2,convenient,convenient,nonprob,recommended,1
5710,usual,proper,foster,1,convenient,inconv,slightly_prob,priority,1
5711,pretentious,critical,completed,2,less_conv,inconv,nonprob,recommended,1
5712,pretentious,critical,complete,3,convenient,inconv,nonprob,priority,0
5713,usual,proper,complete,more,critical,convenient,problematic,recommended,1
5714,usual,less_proper,incomplete,1,critical,convenient,problematic,not_recom,0
5715,great_pret,proper,foster,2,critical,inconv,nonprob,recommended,1
5716,great_pret,proper,completed,3,convenient,convenient,problematic,priority,1
5717,great_pret,very_crit,foster,more,less_conv,convenient,problematic,recommended,0
5718,usual,very_crit,incomplete,1,critical,inconv,problematic,not_recom,0
5719,pretentious,proper,foster,2,convenient,inconv,nonprob,priority,1
5720,usual,proper,completed,2,convenient,inconv,problematic,recommended,1
5721,usual,improper,completed,more,less_conv,convenient,problematic,priority,1
5722,usual,less_proper,foster,1,critical,inconv,problematic,not_recom,0
5723,pretentious,very_crit,incomplete,3,critical,inconv,nonprob,priority,0
5724,pretentious,improper,complete,more,convenient,convenient,slightly_prob,recommended,1
5725,usual,less_proper,foster,more,critical,convenient,nonprob,recommended,1
5726,pretentious,proper,completed,1,critical,convenient,nonprob,priority,1
5727,great_pret,less_proper,foster,more,critical,convenient,nonprob,priority,0
5728,usual,less_proper,complete,1,less_conv,convenient,nonprob,priority,1
5729,usual,improper,incomplete,2,less_conv,inconv,slightly_prob,recommended,1
5730,pretentious,very_crit,complete,1,less_conv,inconv,problematic,recommended,0
5731,pretentious,less_proper,completed,2,less_conv,inconv,slightly_prob,not_recom,0
5732,pretentious,improper,complete,more,less_conv,convenient,nonprob,not_recom,0
5733,great_pret,improper,incomplete,2,convenient,inconv,problematic,priority,0
5734,great_pret,very_crit,completed,1,less_conv,convenient,slightly_prob,not_recom,0
5735,usual,proper,foster,1,critical,convenient,problematic,recommended,1
5736,great_pret,critical,foster,3,convenient,inconv,nonprob,recommended,0
5737,usual,critical,foster,3,critical,convenient,problematic,priority,0
5738,usual,critical,complete,3,critical,convenient,nonprob,priority,0
5739,pretentious,very_crit,foster,3,convenient,convenient,slightly_prob,priority,0
5740,pretentious,critical,foster,2,less_conv,inconv,problematic,recommended,0
5741,great_pret,improper,incomplete,1,convenient,inconv,nonprob,recommended,1
5742,great_pret,improper,complete,1,less_conv,convenient,slightly_prob,not_recom,0
5743,usual,critical,complete,3,convenient,convenient,problematic,recommended,1
5744,usual,improper,incomplete,1,less_conv,inconv,nonprob,not_recom,0
5745,great_pret,very_crit,completed,3,convenient,convenient,slightly_prob,recommended,1
5746,pretentious,very_crit,completed,1,critical,convenient,slightly_prob,priority,0
5747,usual,proper,foster,2,less_conv,inconv,problematic,not_recom,0
5748,usual,less_proper,complete,more,convenient,inconv,slightly_prob,not_recom,0
5749,usual,critical,completed,1,convenient,convenient,slightly_prob,not_recom,0
5750,usual,improper,incomplete,more,less_conv,inconv,slightly_prob,recommended,1
5751,great_pret,less_proper,foster,3,less_conv,inconv,nonprob,priority,0
5752,pretentious,proper,foster,3,less_conv,convenient,slightly_prob,priority,1
5753,pretentious,very_crit,foster,more,critical,convenient,nonprob,not_recom,0
5754,pretentious,critical,foster,2,convenient,inconv,nonprob,priority,0
5755,great_pret,less_proper,completed,1,convenient,convenient,nonprob,priority,1
5756,usual,critical,foster,3,critical,inconv,slightly_prob,recommended,1
5757,pretentious,improper,incomplete,1,critical,inconv,nonprob,not_recom,0
5758,pretentious,very_crit,completed,3,critical,convenient,problematic,recommended,0
5759,pretentious,very_crit,complete,1,convenient,inconv,slightly_prob,not_recom,0
5760,pretentious,improper,completed,3,critical,convenient,slightly_prob,recommended,1
5761,usual,less_proper,incomplete,1,less_conv,convenient,slightly_prob,priority,1
5762,pretentious,proper,completed,1,critical,inconv,slightly_prob,not_recom,0
5763,usual,critical,complete,2,less_conv,convenient,slightly_prob,not_recom,0
5764,great_pret,proper,completed,3,critical,convenient,problematic,recommended,0
5765,usual,improper,incomplete,1,less_conv,convenient,slightly_prob,not_recom,0
5766,pretentious,proper,complete,2,critical,convenient,nonprob,priority,1
5767,great_pret,improper,completed,1,critical,convenient,problematic,priority,0
5768,pretentious,proper,foster,3,less_conv,convenient,nonprob,not_recom,0
5769,pretentious,proper,complete,3,convenient,inconv,slightly_prob,recommended,1
5770,pretentious,very_crit,completed,1,convenient,convenient,problematic,not_recom,0
5771,pretentious,proper,foster,3,less_conv,inconv,nonprob,not_recom,0
5772,usual,very_crit,completed,1,critical,inconv,problematic,recommended,0
5773,pretentious,improper,complete,2,convenient,inconv,nonprob,not_recom,0
5774,great_pret,very_crit,complete,3,critical,convenient,nonprob,priority,0
5775,great_pret,less_proper,incomplete,2,convenient,convenient,problematic,not_recom,0
5776,pretentious,less_proper,complete,2,critical,inconv,slightly_prob,not_recom,0
5777,usual,critical,incomplete,1,less_conv,convenient,slightly_prob,not_recom,0
5778,pretentious,proper,completed,3,less_conv,inconv,nonprob,not_recom,0
5779,great_pret,less_proper,incomplete,more,critical,inconv,nonprob,recommended,1
5780,pretentious,less_proper,foster,1,critical,inconv,nonprob,priority,1
5781,great_pret,less_proper,foster,1,less_conv,convenient,nonprob,not_recom,0
5782,great_pret,improper,foster,2,convenient,convenient,problematic,priority,0
5783,pretentious,critical,incomplete,2,critical,convenient,problematic,not_recom,0
5784,usual,proper,completed,1,critical,inconv,problematic,priority,1
5785,pretentious,proper,incomplete,3,less_conv,convenient,nonprob,priority,1
5786,pretentious,less_proper,incomplete,3,less_conv,inconv,problematic,not_recom,0
5787,great_pret,improper,complete,1,less_conv,convenient,slightly_prob,recommended,1
5788,usual,proper,complete,1,convenient,convenient,problematic,priority,1
5789,pretentious,less_proper,complete,more,critical,inconv,nonprob,recommended,1
5790,pretentious,critical,incomplete,more,critical,convenient,problematic,recommended,0
5791,usual,improper,incomplete,1,convenient,inconv,slightly_prob,priority,1
5792,great_pret,improper,complete,3,critical,convenient,slightly_prob,not_recom,0
5793,great_pret,critical,foster,1,critical,inconv,nonprob,priority,0
5794,great_pret,very_crit,incomplete,2,convenient,convenient,problematic,recommended,0
5795,pretentious,improper,foster,more,convenient,convenient,problematic,not_recom,0
5796,usual,improper,complete,more,less_conv,convenient,problematic,not_recom,0
5797,usual,proper,completed,3,critical,convenient,problematic,priority,1
5798,great_pret,very_crit,foster,3,critical,inconv,problematic,recommended,0
5799,pretentious,very_crit,foster,3,critical,inconv,slightly_prob,not_recom,0
5800,pretentious,improper,complete,3,critical,inconv,slightly_prob,recommended,1
5801,pretentious,less_proper,completed,1,critical,convenient,slightly_prob,priority,1
5802,usual,critical,complete,2,convenient,inconv,slightly_prob,recommended,1
5803,pretentious,proper,foster,3,less_conv,inconv,nonprob,recommended,1
5804,great_pret,less_proper,completed,more,less_conv,inconv,slightly_prob,recommended,1
5805,great_pret,less_proper,foster,more,less_conv,convenient,slightly_prob,recommended,1
5806,great_pret,proper,complete,3,convenient,convenient,slightly_prob,not_recom,0
5807,usual,less_proper,foster,2,critical,convenient,nonprob,not_recom,0
5808,great_pret,critical,incomplete,3,convenient,convenient,nonprob,priority,0
5809,great_pret,very_crit,completed,more,less_conv,convenient,slightly_prob,not_recom,0
5810,pretentious,proper,foster,2,less_conv,inconv,nonprob,recommended,1
5811,pretentious,critical,incomplete,3,less_conv,convenient,slightly_prob,not_recom,0
5812,great_pret,very_crit,complete,3,convenient,convenient,slightly_prob,recommended,1
5813,pretentious,critical,incomplete,more,less_conv,convenient,problematic,priority,0
5814,great_pret,less_proper,foster,1,critical,convenient,slightly_prob,recommended,1
5815,usual,less_proper,foster,1,convenient,convenient,problematic,not_recom,0
5816,usual,proper,completed,more,less_conv,convenient,nonprob,recommended,1
5817,great_pret,critical,completed,2,critical,convenient,problematic,recommended,0
5818,great_pret,less_proper,complete,3,critical,inconv,nonprob,not_recom,0
5819,great_pret,critical,foster,3,critical,inconv,nonprob,not_recom,0
5820,great_pret,improper,incomplete,3,critical,inconv,slightly_prob,recommended,0
5821,great_pret,improper,completed,3,critical,inconv,nonprob,recommended,0
5822,pretentious,less_proper,completed,3,convenient,convenient,nonprob,priority,1
5823,usual,improper,complete,1,critical,convenient,problematic,priority,1
5824,usual,very_crit,incomplete,more,critical,convenient,problematic,recommended,0
5825,great_pret,very_crit,completed,1,convenient,inconv,slightly_prob,recommended,1
5826,usual,improper,foster,more,critical,inconv,problematic,recommended,1
5827,pretentious,less_proper,incomplete,2,less_conv,inconv,problematic,priority,1
5828,usual,critical,incomplete,more,convenient,convenient,problematic,priority,1
5829,great_pret,proper,foster,1,less_conv,inconv,nonprob,recommended,1
5830,usual,proper,complete,1,convenient,convenient,slightly_prob,priority,1
5831,usual,improper,complete,2,less_conv,inconv,nonprob,priority,1
5832,usual,critical,foster,more,critical,inconv,slightly_prob,priority,0
5833,usual,improper,foster,more,critical,convenient,slightly_prob,priority,1
5834,usual,less_proper,complete,more,less_conv,convenient,nonprob,not_recom,0
5835,pretentious,improper,foster,3,critical,inconv,slightly_prob,recommended,1
5836,great_pret,less_proper,complete,more,critical,convenient,slightly_prob,not_recom,0
5837,usual,very_crit,completed,1,less_conv,convenient,problematic,not_recom,0
5838,pretentious,less_proper,foster,1,convenient,convenient,nonprob,recommended,1
5839,usual,very_crit,incomplete,2,critical,inconv,nonprob,recommended,0
5840,pretentious,less_proper,complete,3,less_conv,inconv,problematic,not_recom,0
5841,great_pret,critical,completed,3,less_conv,inconv,problematic,not_recom,0
5842,great_pret,improper,completed,2,convenient,convenient,nonprob,priority,0
5843,great_pret,critical,completed,more,critical,convenient,slightly_prob,not_recom,0
5844,usual,improper,complete,more,less_conv,inconv,nonprob,priority,1
5845,pretentious,proper,completed,3,less_conv,convenient,nonprob,recommended,1
5846,pretentious,less_proper,complete,2,convenient,convenient,nonprob,not_recom,0
5847,pretentious,very_crit,foster,more,less_conv,convenient,nonprob,priority,0
5848,pretentious,proper,foster,3,convenient,convenient,problematic,recommended,1
5849,great_pret,critical,complete,1,convenient,inconv,nonprob,priority,0
5850,pretentious,very_crit,completed,more,less_conv,inconv,problematic,recommended,0
5851,usual,proper,foster,more,critical,convenient,slightly_prob,recommended,1
5852,pretentious,improper,complete,more,critical,inconv,slightly_prob,not_recom,0
5853,usual,proper,incomplete,2,convenient,convenient,slightly_prob,priority,1
5854,pretentious,very_crit,completed,1,less_conv,convenient,problematic,priority,0
5855,pretentious,critical,foster,3,less_conv,convenient,slightly_prob,not_recom,0
5856,great_pret,very_crit,foster,3,less_conv,convenient,problematic,priority,0
5857,usual,critical,complete,3,convenient,convenient,nonprob,recommended,1
5858,usual,proper,foster,3,critical,convenient,problematic,not_recom,0
5859,usual,less_proper,foster,more,less_conv,inconv,nonprob,recommended,1
5860,usual,very_crit,incomplete,2,critical,inconv,slightly_prob,recommended,0
5861,usual,improper,incomplete,1,convenient,convenient,nonprob,priority,1
5862,pretentious,proper,incomplete,more,convenient,inconv,problematic,recommended,1
5863,usual,critical,complete,3,convenient,convenient,slightly_prob,not_recom,0
5864,great_pret,improper,incomplete,3,critical,inconv,nonprob,not_recom,0
5865,great_pret,very_crit,completed,2,convenient,convenient,nonprob,not_recom,0
5866,usual,less_proper,completed,2,less_conv,convenient,slightly_prob,priority,1
5867,usual,improper,foster,more,convenient,inconv,slightly_prob,not_recom,0
5868,usual,less_proper,incomplete,more,convenient,inconv,slightly_prob,priority,1
5869,great_pret,critical,completed,3,less_conv,inconv,slightly_prob,priority,0
5870,usual,critical,foster,3,critical,convenient,problematic,recommended,0
5871,pretentious,proper,completed,2,critical,convenient,nonprob,not_recom,0
5872,usual,less_proper,completed,2,less_conv,inconv,slightly_prob,not_recom,0
5873,pretentious,proper,completed,1,convenient,convenient,problematic,not_recom,0
5874,great_pret,proper,completed,1,less_conv,inconv,slightly_prob,priority,1
5875,great_pret,critical,foster,1,less_conv,inconv,problematic,priority,0
5876,pretentious,less_proper,completed,2,less_conv,convenient,slightly_prob,not_recom,0
5877,usual,very_crit,completed,1,critical,convenient,problematic,not_recom,0
5878,usual,proper,completed,3,critical,convenient,problematic,recommended,1
5879,pretentious,less_proper,completed,3,less_conv,inconv,nonprob,priority,1
5880,great_pret,improper,completed,2,less_conv,convenient,slightly_prob,not_recom,0
5881,great_pret,very_crit,foster,3,less_conv,convenient,slightly_prob,priority,0
5882,usual,very_crit,incomplete,2,less_conv,inconv,problematic,recommended,0
5883,great_pret,improper,complete,2,less_conv,convenient,problematic,not_recom,0
5884,great_pret,proper,completed,1,less_conv,convenient,problematic,not_recom,0
